Category,Prompt,Query
Sales Analysis,What are the total sales of MRPL across all SBUs in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
FROM 
  industry_performance
WHERE 
  company_name = 'MRPL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What are the total sales of NRL across all SBUs in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
FROM 
  industry_performance
WHERE 
  company_name = 'NRL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What are the total sales of ONGC across all SBUs in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
FROM 
  industry_performance
WHERE 
  company_name = 'ONGC'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What are the total sales of NEL across all SBUs in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
FROM 
  industry_performance
WHERE 
  company_name = 'NEL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What are the total sales of HMEL across all SBUs in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
FROM 
  industry_performance
WHERE 
  company_name = 'HMEL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What are the total sales of Shell across all SBUs in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
FROM 
  industry_performance
WHERE 
  company_name = 'Shell'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,SMA total sales in 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
 FROM 
  industry_performance
 WHERE 
  comname = 'SMA'
  AND fiscal_year = '2024-2025';"
Sales Analysis,CPCL total sales in 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
 FROM 
  industry_performance
 WHERE 
  comname = 'CPCL'
  AND fiscal_year = '2024-2025';"
Sales Analysis,NEL total sales in 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
 FROM 
  industry_performance
 WHERE 
  comname = 'NEL'
  AND fiscal_year = '2024-2025';"
Sales Analysis,HMEL total sales in 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
 FROM 
  industry_performance
 WHERE 
  comname = 'HMEL'
  AND fiscal_year = '2024-2025';"
Sales Analysis,OIL total sales in 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
 FROM 
  industry_performance
 WHERE 
  comname = 'OIL'
  AND fiscal_year = '2024-2025';"
Sales Analysis,RIL total sales in 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
 FROM 
  industry_performance
 WHERE 
  comname = 'RIL'
  AND fiscal_year = '2024-2025';"
Sales Analysis,SHELL total sales in 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
 FROM 
  industry_performance
 WHERE 
  comname = 'SHELL'
  AND fiscal_year = '2024-2025';"
Sales Analysis,ONGC total sales in 2024-2025,"SELECT 
  SUM(netweight_tmt) AS total_sales
 FROM 
  industry_performance
 WHERE 
  comname = 'ONGC'
  AND fiscal_year = '2024-2025';"
Sales Analysis,What is the market share percentage of HPCL in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'HPCL' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the market share percentage of CPCL in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'CPCL' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the market share percentage of IOCL in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'IOCL' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the market share percentage of BPCL in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'BPCL' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the market share percentage of GAIL in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'GAIL' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the market share percentage of SHELL in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'SHELL' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the market share percentage of SMA in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'SMA' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the market share percentage of OIL in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'OIL' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the market share percentage of ONGC in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'ONGC' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the market share percentage of RIL in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'RIL' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the market share percentage of NEL in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'NEL' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the market share percentage of HMEL in the fiscal year 2024-2025,"SELECT 
  (company_sales.total_sales / industry_sales.total_sales) * 100 AS market_share_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'HMEL' AND fiscal_year = '2024-2025') AS company_sales,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE fiscal_year = '2024-2025') AS industry_sales;
"
Sales Analysis,What is the Actual Cumulative Volume for HPCL in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'HPCL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What is the Actual Cumulative Volume for CPCL in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'CPCL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What is the Actual Cumulative Volume for IOCL in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'IOCL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What is the Actual Cumulative Volume for BPCL in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'BPCL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis, What is the Actual Cumulative Volume for GAIL in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'GAIL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What is the Actual Cumulative Volume for SHELL in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'SHELL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What is the Actual Cumulative Volume for SMA in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'SMA'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What is the Actual Cumulative Volume for OIL in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'OIL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What is the Actual Cumulative Volume for ONGC in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'ONGC'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What is the Actual Cumulative Volume for RIL in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'RIL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What is the Actual Cumulative Volume for NEL in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'NEL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What is the Actual Cumulative Volume for HMEL in the fiscal year 2024-2025,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'HMEL'
  AND fiscal_year = '2024-2025';
"
Sales Analysis,What is the Actual Cumulative Volume for HPCL in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'HPCL'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the Actual Cumulative Volume for CPCL in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'CPCL'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the Actual Cumulative Volume for IOCL in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'IOCL'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the Actual Cumulative Volume for BPCL in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'BPCL'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the Actual Cumulative Volume for GAIL in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'GAIL'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the Actual Cumulative Volume for SHELL in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'SHELL'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the Actual Cumulative Volume for SMA in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'SMA'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the Actual Cumulative Volume for OIL in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'OIL'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the Actual Cumulative Volume for ONGC in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'ONGC'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the Actual Cumulative Volume for RIL in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'RIL'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the Actual Cumulative Volume for NEL in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'NEL'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the Actual Cumulative Volume for HMEL in the fiscal year 2023-2024,"SELECT 
  SUM(netweight_tmt) AS actual_cumulative_volume
FROM 
  industry_performance
WHERE 
  comname = 'HMEL'
  AND fiscal_year = '2023-2024';
"
Sales Analysis,What is the sales difference and sales growth percentage for BPCL in the LPG SBU between the fiscal years 2023-2024 and 2024-2025,"SELECT 
  (current_year.total_sales - previous_year.total_sales) AS sales_difference,
  ((current_year.total_sales - previous_year.total_sales) / previous_year.total_sales) * 100 AS sales_growth_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'BPCL' AND sbu_name = 'LPG' AND fiscal_year = '2024-2025') AS current_year,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'BPCL' AND sbu_name = 'LPG' AND fiscal_year = '2023-2024') AS previous_year;
"
Sales Analysis,What is the sales difference and sales growth percentage for BPCL in the Retail SBU between the fiscal years 2023-2024 and 2024-2025,"SELECT 
  (current_year.total_sales - previous_year.total_sales) AS sales_difference,
  ((current_year.total_sales - previous_year.total_sales) / previous_year.total_sales) * 100 AS sales_growth_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'BPCL' AND sbu_name = 'Retail' AND fiscal_year = '2024-2025') AS current_year,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'BPCL' AND sbu_name = 'Retail' AND fiscal_year = '2023-2024') AS previous_year;
"
Sales Analysis,What is the sales difference and sales growth percentage for BPCL in the Aviation SBU between the fiscal years 2023-2024 and 2024-2025,"SELECT 
  (current_year.total_sales - previous_year.total_sales) AS sales_difference,
  ((current_year.total_sales - previous_year.total_sales) / previous_year.total_sales) * 100 AS sales_growth_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'BPCL' AND sbu_name = 'Aviation' AND fiscal_year = '2024-2025') AS current_year,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'BPCL' AND sbu_name = 'Aviation' AND fiscal_year = '2023-2024') AS previous_year;
"
Sales Analysis,What is the sales difference and sales growth percentage for BPCL in the I&C SBU between the fiscal years 2023-2024 and 2024-2025,"SELECT 
  (current_year.total_sales - previous_year.total_sales) AS sales_difference,
  ((current_year.total_sales - previous_year.total_sales) / previous_year.total_sales) * 100 AS sales_growth_percentage
FROM 
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'BPCL' AND sbu_name = 'I&C' AND fiscal_year = '2024-2025') AS current_year,
  (SELECT SUM(netweight_tmt) AS total_sales FROM industry_performance WHERE comname = 'BPCL' AND sbu_name = 'I&C' AND fiscal_year = '2023-2024') AS previous_year;
"
